,Code,Title,points_r1_2021,points_r1_2020,points_r1_2019
1214,LY207,Law with Criminal Justice,160,160,160
1215,LY317,Culinary Arts,229,229,229
1216,LY327,Hospitality And Tourism - Common Entry,170,170,170
1217,LY427,Digital Film and Video,172,172,172
1218,LY437,Animation,198,198,198
1219,LY447,Fashion with Promotion,266,266,266
1220,LY457,Graphic and Digital Design,179,179,179
1221,LY507,Quantity Surveying,181,181,181
1222,LY527,Civil Engineering,165,165,165
1223,LY607,Electronic Engineering,160,160,160
1224,LY617,Mechanical Engineering,180,180,180
1225,LY707,Computer Games Development,204,204,204
1226,LY717,Computing,164,164,164
1227,LY737,Computer Security and Digital Forensics,169,169,169
1228,LY806,Pharmacy Technician,232,232,232
1229,LY816,Dental Nursing,233,233,233
1230,LY817,Bioscience,248,248,248
1231,LY826,Health Science with Physiotherapy Studies,456,456,456
1232,LY836,Health Science with Occupational Therapy Studies,473,473,473
1233,LY837,Food Science and Nutrition,194,194,194
1234,LY846,Health Science with Dietetics Studies,316,316,316
1235,LY847,Veterinary Nursing,367,367,367
1236,LY867,Pharmaceutical & Medicinal Science,163,163,163
1237,LY877,Agriculture,202,202,202
1238,LY906,"Early Childhood Care, Health and Education",205,205,205
1239,LY916,Health and Social Care,181,181,181
1240,MH405,Equine Business,357,357,357
1241,NC102,Computing,220,220,220
1242,NC103,Business,250,250,250
1243,NC104,Business Computing,243,243,243
1244,NM701,Montessori Education,187,187,187
1245,PC402,Arts and Humanities,200,200,200
1246,PC404,Applied Social Studies - Professional Social Care,217,217,217
1247,SG101,Business,160,160,160
1248,SG102,Computing (Level 6 - General Entry),254,254,254
1249,SG131,Computing - Games Development,280,280,280
1250,SG134,Applied Sport with Business,215,215,215
1251,SG135,Business in Tourism with Event Management,187,187,187
1252,SG136,Computing - Software Development,272,272,272
1253,SG137,Computing (Computer Networks and Cloud Infrastructure),324,324,324
1254,SG138,Computing (Level 7 - General Entry),260,260,260
1255,SG142,Business in International Marketing and Languages (French),279,279,279
1256,SG144,Business in International Marketing and Languages (Spanish),270,270,270
1257,SG231,Fine Art,449,449,449
1258,SG232,Creative Design,273,273,273
1259,SG235,Performing Arts (Theatre Design),319,319,319
1260,SG236,Performing Arts (Acting),235,235,235
1261,SG250,Application Design and User Experience,412,412,412
1262,SG251,Computing (Smart Technologies),327,327,327
1263,SG300,Engineering (General Entry),209,209,209
1264,SG302,Construction Economics,184,184,184
1265,SG308,Applied Construction Technology,171,171,171
1266,SG330,Engineering (General Entry),243,243,243
1267,SG331,Interior Architecture and Design,236,236,236
1268,SG332,Advanced Wood and Sustainable Building Technology,208,208,208
1269,SG333,Mechanical Engineering,216,216,216
1270,SG334,Mechatronic Engineering,290,290,290
1271,SG336,Precision Engineering and Design,309,309,309
1272,SG338,Civil Engineering,245,245,245
1273,SG339,Quantity Surveying,195,195,195
1274,SG401,Science,209,209,209
1275,SG404,Environmental Science with Ecology (Level 6),264,264,264
1276,SG406,Health and Exercise Science,367,367,367
1277,SG431,Pharmaceutical Science with Drug Development,269,269,269
1278,SG433,Occupational Safety and Health,223,223,223
1279,SG434,Human Nutrition,280,280,280
1280,SG435,Health Science and Physiology,289,289,289
1281,SG436,Biomedical Science,262,262,262
1282,SG437,Forensic Investigation and Analysis,243,243,243
1283,SG439,Environmental Science with Ecology (Level 7),254,254,254
1284,SG530,Health and Medical Information Science (Online),285,285,285
1285,SG535,Business Administration,228,228,228
1286,SG536,Business,223,223,223
1287,SG537,Marketing and Sales,234,234,234
1288,TL620,Culinary Arts,189,189,189
1289,TL651,Science (Biological and Environmental Studies),223,223,223
1290,TL652,Pharmacy Technician,260,260,260
1291,TL701,"Animation, Visual Effects and Motion Design (Level 7)",228,228,228
1292,TL702,"TV, Radio and New Media (Level 7)",243,243,243
1293,TL710,Computing with Software Development,232,232,232
1294,TL711,Computing with Games Development,224,224,224
1295,TL715,Computing (Degree Award options),251,251,251
1296,TL716,Computer Systems and Networking,269,269,269
1297,TL731,Business (Major Specialism in: Acctng or Mktg or Mgmnt),219,219,219
1298,TL743,Agricultural Mechanisation,,,
1299,TL744,Agricultural Engineering,243,243,243
1300,TL745,Civil and Environmental Engineering,261,261,261
1301,TL747,Engineering in Mechanical and Manufacturing Engineering,200,200,200
1302,TL748,Agricultural Science,249,249,249
1303,TL755,Pharmaceutical Science (Degree Award options),261,261,261
1304,TL758,Animal Bioscience,251,251,251
1305,TL771,Health and Leisure (Degree Award Options),208,208,208
1306,TL772,Health and Leisure with Massage,218,218,218
1307,TL773,Coaching and Sports Performance,106,106,106
1308,TL780,Early Childhood Care and Education,234,234,234
1309,TL781,Social Care,225,225,225
1310,TR012,History and Political Science,555,555,555
1311,TR017,Law and Business,602,602,602
1312,TR020,Law and Political Science,602,602,602
1313,TR029,Political Science and Geography,526,526,526
1314,TR082,Computer Science and Business,555,555,555
1315,TR083,Sociology and Social Policy,498,498,498
1316,TR111,Ancient History and Archaeology/Geography,352,352,352
1317,TR112,Ancient History and Archaeology/History,529,529,529
1318,TR113,Ancient History and Archaeology/History of Art and Architecture,337,337,337
1319,TR114,Ancient History and Archaeology/Modern Language,337,337,337
1320,TR117,Ancient History and Archaeology/Religion,342,342,342
1321,TR166,Classical Civilisation/English Literature,498,498,498
1322,TR173,Classical Civilisation/History of Art and Architecture,335,335,335
1323,TR177,Classical Civilisation/Modern Language,335,335,335
1324,TR179,Classical Civilisation/Philosophy,499,499,499
1325,TR198,Economics/Geography,534,534,534
1326,TR202,Economics/History,534,534,534
1327,TR207,Economics/Mathematics,566,566,566
1328,TR208,Economics/Modern Language,534,534,534
1329,TR209,Economics/Philosophy,534,534,534
1330,TR212,Economics/Sociology,534,534,534
1331,TR228,Classical Languages/English Literature,498,498,498
1332,TR231,Classical Languages/History of Art and Architecture,349,349,349
1333,TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",349,349,349
1334,TR239,Classical Languages/Modern Language,349,349,349
1335,TR262,English Literature/History,529,529,529
1336,TR263,English Literature/History of Art and Architecture,498,498,498
1337,TR269,English Literature/Philosophy,499,499,499
1338,TR272,English Literature/Sociology,498,498,498
1339,TR276,English Literature/Drama Studies,498,498,498
1340,TR277,English Literature/Modern Language,498,498,498
1341,TR311,Film/Drama Studies,521,521,521
1342,TR312,Film/English Literature,521,521,521
1343,TR320,Film/Music,521,521,521
1344,TR322,Geography/History,529,529,529
1345,TR323,Drama Studies/Modern Language,473,473,473
1346,TR324,Film/Modern Language,521,521,521
1347,TR325,Film/History,529,529,529
1348,TR326,Geography/Modern Language,352,352,352
1349,TR332,Geography/Sociology,498,498,498
1350,TR443,History/History of Art and Architecture,529,529,529
1351,TR447,History/Modern Language,529,529,529
1352,TR449,History/Philosophy,529,529,529
1353,TR452,History/Sociology,529,529,529
1354,TR454,History/Religion,529,529,529
1355,TR455,History of Art and Architecture/Modern Language,334,334,334
1356,TR479,History of Art and Architecture/Philosophy,499,499,499
1357,TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",337,337,337
1358,TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",335,335,335
1359,TR554,"Middle Eastern,Jewish and Islamic Civilisations/History",529,529,529
1360,TR563,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",335,335,335
1361,TR564,"Middle Eastern,Jewish and Islamic Civilisations/Music",,,
1362,TR565,"Middle Eastern,Jewish and Islamic Civilisations/Religion",342,342,342
1363,TR597,Mathematics/Modern Language,566,566,566
1364,TR598,Mathematics/Music,566,566,566
1365,TR599,Mathematics/Philosophy,566,566,566
1366,TR629,Music/Philosophy,499,499,499
1367,TR635,Music/Drama Studies,473,473,473
1368,TR636,Music/Modern Language,388,388,388
1369,TR638,Music/Religion,388,388,388
1370,TR639,Philosophy/Modern Language,499,499,499
1371,TR662,Philosophy/Sociology,499,499,499
1372,TR663,Religion/Classical Civilisation,342,342,342
1373,TR664,Religion/English Literature,498,498,498
1374,TR665,Religion/History of Art and Architecture,342,342,342
1375,TR666,Religion/Modern Language,,,
1376,TR667,French/Modern Language,403,403,403
1377,TR668,German/Modern Language,389,389,389
1378,TR669,Irish/Modern Language,368,368,368
1379,TR670,Italian/Modern Language,381,381,381
1380,TR671,Russian/Modern Language,332,332,332
1381,TR672,Spanish/Modern Language,336,336,336
1382,TR755,Sociology/Drama Studies,498,498,498
1383,TR756,Sociology/Modern Language,498,498,498
1384,TR801,Dental Nursing,436,436,436
1385,TR802,Dental Hygiene,543,543,543
1386,TR803,Dental Technology,531,531,531
1387,TU601,Electronic Engineering,232,232,232
1388,TU602,Computer Engineering,223,223,223
1389,TU603,Mechanical Engineering,197,197,197
1390,TU641,Bar and Restaurant Management,223,223,223
1391,TU642,Culinary Arts,153,153,153
1392,TU643,Culinary Arts (Professional Cookery Practice),236,236,236
1393,TU644,Food Management and Entrepreneurship,223,223,223
1394,TU645,Food Science and Management,241,241,241
1395,TU651,Applied Biology,205,205,205
1396,TU652,Computing,194,194,194
1397,TU653,Computing (Information Technology),245,245,245
1398,TU654,Pharmacy Technician Studies,321,321,321
1399,TU655,Computing (Networking Technologies) Learn and Work,410,410,410
1400,TU671,Business,226,226,226
1401,TU672,Business (Common entry),180,180,180
1402,TU673,Business Management,300,300,300
1403,TU674,Business Studies,300,300,300
1404,TU675,Marketing,301,301,301
1405,TU676,Retail Management and Marketing,290,290,290
1406,TU701,Automation Engineering,260,260,260
1407,TU702,Biomedical Design,232,232,232
1408,TU703,Building Engineering,260,260,260
1409,TU704,Civil Engineering,262,262,262
1410,TU705,Electrical and Control Engineering,243,243,243
1411,TU706,Electrical Services Engineering,244,244,244
1412,TU707,Electronic Engineering,224,224,224
1413,TU708,Engineering (Common Entry with Award options),225,225,225
1414,TU709,Engineering (General Entry),370,370,370
1415,TU710,Engineering Reliability Management,244,244,244
1416,TU711,Mechatronic Engineering,223,223,223
1417,TU712,Sustainable Energy and Environmental Engineering,180,180,180
1418,TU713,Computer Engineering,221,221,221
1419,TU714,Electronics and Communications Engineering,264,264,264
1420,TU715,Engineering Software,181,181,181
1421,TU716,Networking Technology,241,241,241
1422,TU717,Mechanical Engineering,300,300,300
1423,TU718,Mechanical Engineering,198,198,198
1424,TU719,"Design,Technology and Innovation",228,228,228
1425,TU720,Automotive Management and Technology,232,232,232
1426,TU721,Aviation Technology,350,350,350
1427,TU722,Process Instrumentation and Automation Learn and Work,292,292,292
1428,TU731,"Auctioneering, Valuation and Estate Agency",290,290,290
1429,TU732,Timber Product Technology,253,253,253
1430,TU735,Sports Management and Coaching,270,270,270
1431,TU736,Sports Science and Health,410,410,410
1432,TU741,Baking and Pastry Arts Management,234,234,234
1433,TU742,Culinary Arts,155,155,155
1434,TU745,Hospitality Management,245,245,245
1435,TU746,International Hospitality and Tourism Management,170,170,170
1436,TU747,Tourism Management,242,242,242
1437,TU751,Biosciences,407,407,407
1438,TU752,DNA and Forensic Analysis,390,390,390
1439,TU754,Industrial and Environmental Physics,270,270,270
1440,TU755,Science (General Entry),361,361,361
1441,TU756,Computing,200,200,200
1442,TU757,Computing (Information Technology),225,225,225
1443,TU758,Digital Forensics and Cyber Security,220,220,220
1444,TU759,Information Technology Management,211,211,211
1445,TU760,Bioanalysis,204,204,204
1446,TU761,Ophthalmic Dispensing,302,302,302
1447,TU762,Medicinal Chemistry and Pharmaceutical Sciences,364,364,364
1448,TU763,Pharmaceutical Science,382,382,382
1449,TU771,Business,224,224,224
1450,TU772,Business (Common Entry with Award options),,,
1451,TU774,Management,195,195,195
1452,TU775,Accounting and Finance,260,260,260
1453,TU776,Accounting and Finance,182,182,182
1454,TU777,Business and Information Technology,244,244,244
1455,TU778,International Business,224,224,224
1456,TU779,International Business,180,180,180
1457,TU780,Advertising and Marketing Communications,179,179,179
1458,TU781,Digital Marketing,220,220,220
1459,TU782,Digital Marketing,179,179,179
1460,TU783,Marketing,189,189,189
1461,TU791,Applied Social Studies in Social Care,320,320,320
1462,TU792,Community and Youth Development,101,101,101
1463,TU793,Early Childhood Care and Education,220,220,220
1464,TU794,Early Childhood Care and Education,390,390,390
1465,TU795,Visual Merchandising and Display,481,481,481
1466,TU796,Creative Digital Media,225,225,225
1467,TU803,Electronic Engineering,243,243,243
1468,TU806,Sustainable Energy Engineering,262,262,262
1469,TU808,Engineering Software,260,260,260
1470,TU809,Mechanical Engineering,235,235,235
1471,TU813,Automation Engineering,218,218,218
1472,TU873,Industrial Mathematics,250,250,250
1473,TU901,Business,270,270,270
1474,TU908,Management,262,262,262
1475,TU909,Accounting and Finance,285,285,285
1476,TU911,Accounting and Finance,209,209,209
1477,TU913,Business and Information Technology,252,252,252
1478,TU915,International Business,252,252,252
1479,TU916,International Business,235,235,235
1480,TU923,Marketing Management,228,228,228
1481,TU966,Languages and English Studies,366,366,366
1482,TU971,Contemporary Visual Culture,290,290,290
1483,TU972,Creative and Cultural Industries,281,281,281
1484,TU986,Print Media Technology and Management,289,289,289
1485,TU993,Early Childhood Care and Education,270,270,270
1486,TU994,Early Childhood Care and Education,321,321,321
1487,WD003,Business,,,
1488,WD010,Electronic Engineering,181,181,181
1489,WD011,Mechanical Engineering,198,198,198
1490,WD013,Legal Studies,177,177,177
1491,WD018,Applied Social Care,171,171,171
1492,WD019,Recreation and Sport Management,174,174,174
1493,WD076,Forestry,243,243,243
1494,WD094,Architectural Technology,166,166,166
1495,WD096,Horticulture (Waterford - Kildalton),260,260,260
1496,WD097,Horticulture (Dublin - National Botanic Gardens),,,
1497,WD126,Agriculture,327,327,327
1498,WD139,Civil Engineering,206,206,206
1499,WD149,Early Childhood Studies,271,271,271
1500,WD151,Software Systems Development,,,
1501,WD153,Multimedia Applications Development,163,163,163
1502,WD155,Information Technology,211,211,211
1503,WD159,Business,195,195,195
1504,WD164,Food Science with Business,309,309,309
1505,WD172,Culinary Arts,,,
1506,WD173,Hospitality Studies,,,
1507,WD174,Tourism,,,
1508,WD175,Pharmaceutical Science,226,226,226
1509,WD177,"Science (Mol. Biology with Biopharm.,Food Science with Business,Pharm.)",222,222,222
1510,WD182,Electrical Engineering,,,
1511,WD184,Retail Management,163,163,163
1512,WD188,Applied Health Care,201,201,201
1513,WD205,Molecular Biology with Biopharmaceutical Science,228,228,228
1514,WD206,Electronic Engineering,179,179,179
1515,WD207,Mechanical Engineering,198,198,198
1516,WD208,Manufacturing Engineering,188,188,188
1517,AL853,Accounting and Law,,,
1518,CW178,Sport Science (options),,,
1519,CK116,Sports Studies and Physical Education,,,
1520,CK502,Food Marketing and Entrepreneurship,,,
1521,CK506,International Development and Food Policy,,,
1522,DC005,Education - Primary Teaching - Irish Sign Language,,,
1523,DC167,Physics with Astronomy,,,
1524,DC171,Applied Physics,,,
1525,DC173,Physics with Biomedical Sciences,,,
1526,DT001,Product Design,,,
1527,DT028,Transport Operations and Technology,,,
1528,DT035,Electrical Services and Energy Management,,,
1529,DT066,Engineering (General Entry),,,
1530,DT101,Architecture (test and interview),,,
1531,DT106,Planning and Environmental Management,,,
1532,DT110,Property Economics (Valuation Surveying),,,
1533,DT111,Quantity Surveying and Construction Economics,,,
1534,DT112,Geographic Science,,,
1535,DT117,Construction Management,,,
1536,DT175,Architectural Technology,,,
1537,DT201,Science (General Entry),,,
1538,DT203,Analytical Chemistry (Environmental Forensic and Pharmaceutical),,,
1539,DT204,Biomedical Science,,,
1540,DT205,Mathematical Sciences,,,
1541,DT206,Biomedical and Molecular Diagnostics,,,
1542,DT211,Computer Science (Infrastructure),,,
1543,DT220,Industrial Mathematics,,,
1544,DT221,Physics with Energy and Environment,,,
1545,DT222,Physics Technology,,,
1546,DT223,Human Nutrition and Dietetics,,,
1547,DT224,Optometry,,,
1548,DT225,Public Health Nutrition,,,
1549,DT227,Science with Nanotechnology,,,
1550,DT228,Computer Science,,,
1551,DT229,Clinical Measurement Science,,,
1552,DT235,Physics with Medical Physics and Bioengineering,,,
1553,DT282,Computer Science (International),,,
1554,DT299,Chemical Sciences with Medicinal Chemistry,,,
1555,DT302,Business Analytics,,,
1556,DT304,E-Commerce in Retailing,,,
1557,DT321,Business and Law,,,
1558,DT341,Marketing,,,
1559,DT343,Retail and Services Management,,,
1560,DT354,Business Computing,,,
1561,DT358,Logistics and Supply Chain Management,,,
1562,DT365,Business and Management,,,
1563,DT366,Accounting and Finance,,,
1564,DT398,Human Resource Management,,,
1565,DT399,Economics and Finance,,,
1566,DT401,International Hospitality Management,,,
1567,DT405,Culinary Science,,,
1568,DT407,Culinary Arts,,,
1569,DT412,Tourism Marketing,,,
1570,DT413,Event Management,,,
1571,DT416,Culinary Entrepreneurship,,,
1572,DT420,Nutraceuticals in Health and Nutrition,,,
1573,DT421,Food Innovation,,,
1574,DT422,Pharmaceutical Healthcare,,,
1575,DT491,Environmental Health,,,
1576,DT501,Music,,,
1577,DT504,Film and Broadcasting,,,
1578,DT506,Commercial Modern Music,,,
1579,DT508,Game Design,,,
1580,DT517,Languages and English Studies,,,
1581,DT518,Languages and International Tourism,,,
1582,DT529,Drama (Performance),,,
1583,DT532,Law (LL.B.),,,
1584,DT533,Contemporary Visual Culture,,,
1585,DT544,Interior Design,,,
1586,DT545,Design - Visual Communication,,,
1587,DT546,Fine Art,,,
1588,DT555,International Business and Languages,,,
1589,DT559,Photography,,,
1590,DT571,Social Care,,,
1591,DT572,Early Childhood Education,,,
1592,DT582,Journalism,,,
1593,DT596,Print Media Technology and Management,,,
1594,DT597,Creative and Cultural Industries,,,
1595,DL835,Creative Media Technologies,,,
1596,GC405,International Hospitality Management (Dublin),,,
1597,ID003,Business Studies with Chinese,,,
1598,BN101,Business,,,
1599,BN103,Business and Information Technology,,,
1600,BN104,Computing (Information Technology),,,
1601,BN107,Applied Social Studies in Social Care,,,
1602,BN108,Engineering (Common Entry with Award options),,,
1603,BN109,Business (Common Entry with Award options),,,
1604,BN110,International Business,,,
1605,BN111,Sports Management and Coaching,,,
1606,BN112,Creative Digital Media,,,
1607,BN113,Horticulture,,,
1608,BN114,Accounting and Finance,,,
1609,BN115,Community and Youth Development,,,
1610,BN117,Computer Engineering in Mobile Systems,,,
1611,BN118,Early Childhood Care and Education,,,
1612,BN119,Digital Marketing,,,
1613,BN120,Digital Forensics and Cyber Security,,,
1614,BN121,Mechatronic Engineering,,,
1615,BN123,"Design,Technology and Innovation",,,
1616,TA022,Creative Digital Media,,,
1617,TA023,Advertising and Marketing Communications,,,
1618,TA024,Early Childhood Care and Education,,,
1619,TA025,Social Care Practice,,,
1620,TA026,International Hospitality and Tourism Management,,,
1621,TA027,Botanical Cuisine,,,
1622,TA028,Digital Marketing Technologies,,,
1623,TA121,Accounting and Finance,,,
1624,TA122,Management,,,
1625,TA123,Marketing Management,,,
1626,TA125,International Business,,,
1627,TA221,Electronic Engineering,,,
1628,TA222,Mechanical Engineering,,,
1629,TA223,Sustainable Energy Engineering,,,
1630,TA224,Biomedical Design,,,
1631,TA225,Automation Engineering,,,
1632,TA226,Engineering Software,,,
1633,TA321,Pharmaceutical Science,,,
1634,TA322,Computing,,,
1635,TA323,Computing with IT Management,,,
1636,TA326,DNA and Forensic Analysis,,,
1637,TA327,Sports Science and Health,,,
1638,TA328,Computing with Language (French/German/Spanish),,,
1639,TA329,Computing with Data Analytics,,,
1640,NC025,Data Science,,,
1641,GA385,Retail Management,,,
1642,LY218,Business - with Spanish/Irish options,,,
1643,CI101,Counselling and Psychotherapy (Limerick),,,
1644,LC411,Marketing and Management (Thurles),,,
1645,SG149,Business in Finance and Investment,,,
1646,SG441,Environmental Science,,,
1647,SG446,Applied Archaeology,,,
1648,TL803,Music Technology,,,
1649,TL812,Computing with Digital Media,,,
1650,WD148,Tourism Marketing,,,
