,Code,Title,points_r1_2021,points_r1_2020,points_r1_2019
1197,LC399,Hospitality Supervision,0,148,0
1198,LC401,Early Childhood Education and Care,0,297,298
1199,LC414,Data Analytics and Cyber Security,0,236,0
1200,LC415,Business,0,197,0
1201,LC423,Sports Strength and Conditioning,0,157,0
1202,LC425,Environmental Science,0,278,0
1203,LC428,Environmental Science and Agriculture,0,278,0
1204,LC432,Early Childhood Education and Care,0,144,0
1205,LC434,Environmental Science and Agriculture,0,297,278
1206,LC504,Creative Media and Design,0,192,0
1207,LC602,Social Care Work,0,260,0
1208,LC603,Early Childhood Education and Care,0,147,0
1209,LC605,Business,0,195,0
1210,LC613,Early Childhood Education and Care,0,242,346
1211,LM180,Equine Science,0,337,0
1212,LY107,Business - Common Entry,0,161,0
1213,LY206,Sports Studies,0,149,0
1214,LY207,Law with Criminal Justice,0,160,0
1215,LY317,Culinary Arts,0,229,0
1216,LY327,Hospitality And Tourism - Common Entry,0,170,0
1217,LY427,Digital Film and Video,0,172,0
1218,LY437,Animation,0,198,0
1219,LY447,Fashion with Promotion,0,266,0
1220,LY457,Graphic and Digital Design,0,179,0
1221,LY507,Quantity Surveying,0,181,0
1222,LY527,Civil Engineering,0,165,0
1223,LY607,Electronic Engineering,0,160,0
1224,LY617,Mechanical Engineering,0,180,0
1225,LY707,Computer Games Development,0,204,0
1226,LY717,Computing,0,164,0
1227,LY737,Computer Security and Digital Forensics,0,169,0
1228,LY806,Pharmacy Technician,0,232,0
1229,LY816,Dental Nursing,0,233,0
1230,LY817,Bioscience,0,248,0
1231,LY826,Health Science with Physiotherapy Studies,0,456,0
1232,LY836,Health Science with Occupational Therapy Studies,0,473,0
1233,LY837,Food Science and Nutrition,0,194,0
1234,LY846,Health Science with Dietetics Studies,0,316,0
1235,LY847,Veterinary Nursing,0,367,0
1236,LY867,Pharmaceutical & Medicinal Science,0,163,0
1237,LY877,Agriculture,0,202,0
1238,LY906,"Early Childhood Care, Health and Education",0,205,0
1239,LY916,Health and Social Care,0,181,0
1240,MH405,Equine Business,0,357,357
1241,NC102,Computing,0,220,0
1242,NC103,Business,0,250,0
1243,NC104,Business Computing,0,243,0
1244,NM701,Montessori Education,0,187,0
1245,PC402,Arts and Humanities,0,200,0
1246,PC404,Applied Social Studies - Professional Social Care,0,217,0
1247,SG101,Business,0,160,0
1248,SG102,Computing (Level 6 - General Entry),0,254,0
1249,SG131,Computing - Games Development,0,280,0
1250,SG134,Applied Sport with Business,0,215,0
1251,SG135,Business in Tourism with Event Management,0,187,0
1252,SG136,Computing - Software Development,0,272,0
1253,SG137,Computing (Computer Networks and Cloud Infrastructure),0,324,0
1254,SG138,Computing (Level 7 - General Entry),0,260,0
1255,SG142,Business in International Marketing and Languages (French),0,279,270
1256,SG144,Business in International Marketing and Languages (Spanish),0,270,280
1257,SG231,Fine Art,0,449,0
1258,SG232,Creative Design,0,273,0
1259,SG235,Performing Arts (Theatre Design),0,319,0
1260,SG236,Performing Arts (Acting),0,235,0
1261,SG250,Application Design and User Experience,0,412,290
1262,SG251,Computing (Smart Technologies),0,327,303
1263,SG300,Engineering (General Entry),0,209,0
1264,SG302,Construction Economics,0,184,0
1265,SG308,Applied Construction Technology,0,171,0
1266,SG330,Engineering (General Entry),0,243,0
1267,SG331,Interior Architecture and Design,0,236,0
1268,SG332,Advanced Wood and Sustainable Building Technology,0,208,0
1269,SG333,Mechanical Engineering,0,216,0
1270,SG334,Mechatronic Engineering,0,290,0
1271,SG336,Precision Engineering and Design,0,309,0
1272,SG338,Civil Engineering,0,245,0
1273,SG339,Quantity Surveying,0,195,0
1274,SG401,Science,0,209,0
1275,SG404,Environmental Science with Ecology (Level 6),0,264,0
1276,SG406,Health and Exercise Science,0,367,0
1277,SG431,Pharmaceutical Science with Drug Development,0,269,0
1278,SG433,Occupational Safety and Health,0,223,0
1279,SG434,Human Nutrition,0,280,0
1280,SG435,Health Science and Physiology,0,289,0
1281,SG436,Biomedical Science,0,262,0
1282,SG437,Forensic Investigation and Analysis,0,243,0
1283,SG439,Environmental Science with Ecology (Level 7),0,254,0
1284,SG530,Health and Medical Information Science (Online),0,285,0
1285,SG535,Business Administration,0,228,0
1286,SG536,Business,0,223,0
1287,SG537,Marketing and Sales,0,234,0
1288,TL620,Culinary Arts,0,189,0
1289,TL651,Science (Biological and Environmental Studies),0,223,0
1290,TL652,Pharmacy Technician,0,260,0
1291,TL701,"Animation, Visual Effects and Motion Design (Level 7)",0,228,0
1292,TL702,"TV, Radio and New Media (Level 7)",0,243,0
1293,TL710,Computing with Software Development,0,232,0
1294,TL711,Computing with Games Development,0,224,0
1295,TL715,Computing (Degree Award options),0,251,0
1296,TL716,Computer Systems and Networking,0,269,0
1297,TL731,Business (Major Specialism in: Acctng or Mktg or Mgmnt),0,219,0
1298,TL743,Agricultural Mechanisation,0,0,0
1299,TL744,Agricultural Engineering,0,243,0
1300,TL745,Civil and Environmental Engineering,0,261,0
1301,TL747,Engineering in Mechanical and Manufacturing Engineering,0,200,0
1302,TL748,Agricultural Science,0,249,0
1303,TL755,Pharmaceutical Science (Degree Award options),0,261,0
1304,TL758,Animal Bioscience,0,251,0
1305,TL771,Health and Leisure (Degree Award Options),0,208,0
1306,TL772,Health and Leisure with Massage,0,218,0
1307,TL773,Coaching and Sports Performance,0,106,0
1308,TL780,Early Childhood Care and Education,0,234,0
1309,TL781,Social Care,0,225,0
1310,TR012,History and Political Science,0,555,532
1311,TR017,Law and Business,0,602,576
1312,TR020,Law and Political Science,0,602,567
1313,TR029,Political Science and Geography,0,526,477
1314,TR082,Computer Science and Business,0,555,510
1315,TR083,Sociology and Social Policy,0,498,451
1316,TR111,Ancient History and Archaeology/Geography,0,352,0
1317,TR112,Ancient History and Archaeology/History,0,529,0
1318,TR113,Ancient History and Archaeology/History of Art and Architecture,0,337,0
1319,TR114,Ancient History and Archaeology/Modern Language,0,337,0
1320,TR117,Ancient History and Archaeology/Religion,0,342,0
1321,TR166,Classical Civilisation/English Literature,0,498,0
1322,TR173,Classical Civilisation/History of Art and Architecture,0,335,0
1323,TR177,Classical Civilisation/Modern Language,0,335,0
1324,TR179,Classical Civilisation/Philosophy,0,499,0
1325,TR198,Economics/Geography,0,534,0
1326,TR202,Economics/History,0,534,0
1327,TR207,Economics/Mathematics,0,566,0
1328,TR208,Economics/Modern Language,0,534,0
1329,TR209,Economics/Philosophy,0,534,0
1330,TR212,Economics/Sociology,0,534,0
1331,TR228,Classical Languages/English Literature,0,498,0
1332,TR231,Classical Languages/History of Art and Architecture,0,349,0
1333,TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",0,349,0
1334,TR239,Classical Languages/Modern Language,0,349,0
1335,TR262,English Literature/History,0,529,0
1336,TR263,English Literature/History of Art and Architecture,0,498,0
1337,TR269,English Literature/Philosophy,0,499,0
1338,TR272,English Literature/Sociology,0,498,0
1339,TR276,English Literature/Drama Studies,0,#498,0
1340,TR277,English Literature/Modern Language,0,498,0
1341,TR311,Film/Drama Studies,0,#521,0
1342,TR312,Film/English Literature,0,521,0
1343,TR320,Film/Music,0,521,0
1344,TR322,Geography/History,0,529,0
1345,TR323,Drama Studies/Modern Language,0,#473,0
1346,TR324,Film/Modern Language,0,521,0
1347,TR325,Film/History,0,529,0
1348,TR326,Geography/Modern Language,0,352,0
1349,TR332,Geography/Sociology,0,498,0
1350,TR443,History/History of Art and Architecture,0,529,0
1351,TR447,History/Modern Language,0,529,0
1352,TR449,History/Philosophy,0,529,0
1353,TR452,History/Sociology,0,529,0
1354,TR454,History/Religion,0,529,0
1355,TR455,History of Art and Architecture/Modern Language,0,334,0
1356,TR479,History of Art and Architecture/Philosophy,0,499,0
1357,TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",0,337,0
1358,TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",0,335,0
1359,TR554,"Middle Eastern,Jewish and Islamic Civilisations/History",0,529,0
1360,TR563,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",0,335,0
1361,TR564,"Middle Eastern,Jewish and Islamic Civilisations/Music",0,0,0
1362,TR565,"Middle Eastern,Jewish and Islamic Civilisations/Religion",0,342,0
1363,TR597,Mathematics/Modern Language,0,566,0
1364,TR598,Mathematics/Music,0,566,0
1365,TR599,Mathematics/Philosophy,0,566,0
1366,TR629,Music/Philosophy,0,499,0
1367,TR635,Music/Drama Studies,0,#473,0
1368,TR636,Music/Modern Language,0,388,0
1369,TR638,Music/Religion,0,388,0
1370,TR639,Philosophy/Modern Language,0,499,0
1371,TR662,Philosophy/Sociology,0,499,0
1372,TR663,Religion/Classical Civilisation,0,342,0
1373,TR664,Religion/English Literature,0,498,0
1374,TR665,Religion/History of Art and Architecture,0,342,0
1375,TR666,Religion/Modern Language,0,0,0
1376,TR667,French/Modern Language,0,403,0
1377,TR668,German/Modern Language,0,389,0
1378,TR669,Irish/Modern Language,0,368,0
1379,TR670,Italian/Modern Language,0,381,0
1380,TR671,Russian/Modern Language,0,332,0
1381,TR672,Spanish/Modern Language,0,336,0
1382,TR755,Sociology/Drama Studies,0,#498,0
1383,TR756,Sociology/Modern Language,0,498,0
1384,TR801,Dental Nursing,0,436,0
1385,TR802,Dental Hygiene,0,#543,0
1386,TR803,Dental Technology,0,#531,0
1387,TU601,Electronic Engineering,0,232,0
1388,TU602,Computer Engineering,0,223,0
1389,TU603,Mechanical Engineering,0,197,0
1390,TU641,Bar and Restaurant Management,0,223,0
1391,TU642,Culinary Arts,0,153,0
1392,TU643,Culinary Arts (Professional Cookery Practice),0,236,0
1393,TU644,Food Management and Entrepreneurship,0,223,0
1394,TU645,Food Science and Management,0,241,0
1395,TU651,Applied Biology,0,205,0
1396,TU652,Computing,0,194,0
1397,TU653,Computing (Information Technology),0,245,0
1398,TU654,Pharmacy Technician Studies,0,321,0
1399,TU655,Computing (Networking Technologies) Learn and Work,0,410,0
1400,TU671,Business,0,226,0
1401,TU672,Business (Common entry),0,180,0
1402,TU673,Business Management,0,300,0
1403,TU674,Business Studies,0,300,0
1404,TU675,Marketing,0,301,0
1405,TU676,Retail Management and Marketing,0,290,0
1406,TU701,Automation Engineering,0,260,0
1407,TU702,Biomedical Design,0,232,0
1408,TU703,Building Engineering,0,260,0
1409,TU704,Civil Engineering,0,262,0
1410,TU705,Electrical and Control Engineering,0,243,0
1411,TU706,Electrical Services Engineering,0,244,0
1412,TU707,Electronic Engineering,0,224,0
1413,TU708,Engineering (Common Entry with Award options),0,225,0
1414,TU709,Engineering (General Entry),0,370,0
1415,TU710,Engineering Reliability Management,0,244,0
1416,TU711,Mechatronic Engineering,0,223,0
1417,TU712,Sustainable Energy and Environmental Engineering,0,180,0
1418,TU713,Computer Engineering,0,221,0
1419,TU714,Electronics and Communications Engineering,0,264,0
1420,TU715,Engineering Software,0,181,0
1421,TU716,Networking Technology,0,241,0
1422,TU717,Mechanical Engineering,0,300,0
1423,TU718,Mechanical Engineering,0,198,0
1424,TU719,"Design,Technology and Innovation",0,228,0
1425,TU720,Automotive Management and Technology,0,232,0
1426,TU721,Aviation Technology,0,350,0
1427,TU722,Process Instrumentation and Automation Learn and Work,0,292,0
1428,TU731,"Auctioneering, Valuation and Estate Agency",0,290,0
1429,TU732,Timber Product Technology,0,253,0
1430,TU735,Sports Management and Coaching,0,270,0
1431,TU736,Sports Science and Health,0,410,0
1432,TU741,Baking and Pastry Arts Management,0,234,0
1433,TU742,Culinary Arts,0,155,0
1434,TU745,Hospitality Management,0,245,0
1435,TU746,International Hospitality and Tourism Management,0,170,0
1436,TU747,Tourism Management,0,242,0
1437,TU751,Biosciences,0,407,0
1438,TU752,DNA and Forensic Analysis,0,390,0
1439,TU754,Industrial and Environmental Physics,0,270,0
1440,TU755,Science (General Entry),0,361,0
1441,TU756,Computing,0,200,0
1442,TU757,Computing (Information Technology),0,225,0
1443,TU758,Digital Forensics and Cyber Security,0,220,0
1444,TU759,Information Technology Management,0,211,0
1445,TU760,Bioanalysis,0,204,0
1446,TU761,Ophthalmic Dispensing,0,302,0
1447,TU762,Medicinal Chemistry and Pharmaceutical Sciences,0,364,0
1448,TU763,Pharmaceutical Science,0,382,0
1449,TU771,Business,0,224,0
1450,TU772,Business (Common Entry with Award options),0,AQA,0
1451,TU774,Management,0,195,0
1452,TU775,Accounting and Finance,0,260,0
1453,TU776,Accounting and Finance,0,182,0
1454,TU777,Business and Information Technology,0,244,0
1455,TU778,International Business,0,224,0
1456,TU779,International Business,0,180,0
1457,TU780,Advertising and Marketing Communications,0,179,0
1458,TU781,Digital Marketing,0,220,0
1459,TU782,Digital Marketing,0,179,0
1460,TU783,Marketing,0,189,0
1461,TU791,Applied Social Studies in Social Care,0,320,0
1462,TU792,Community and Youth Development,0,101,0
1463,TU793,Early Childhood Care and Education,0,220,0
1464,TU794,Early Childhood Care and Education,0,390,0
1465,TU795,Visual Merchandising and Display,0,481,0
1466,TU796,Creative Digital Media,0,225,0
1467,TU803,Electronic Engineering,0,243,0
1468,TU806,Sustainable Energy Engineering,0,262,0
1469,TU808,Engineering Software,0,260,0
1470,TU809,Mechanical Engineering,0,235,0
1471,TU813,Automation Engineering,0,218,0
1472,TU873,Industrial Mathematics,0,250,0
1473,TU901,Business,0,270,0
1474,TU908,Management,0,262,0
1475,TU909,Accounting and Finance,0,285,0
1476,TU911,Accounting and Finance,0,209,0
1477,TU913,Business and Information Technology,0,252,0
1478,TU915,International Business,0,252,0
1479,TU916,International Business,0,235,0
1480,TU923,Marketing Management,0,228,0
1481,TU966,Languages and English Studies,0,366,0
1482,TU971,Contemporary Visual Culture,0,290,0
1483,TU972,Creative and Cultural Industries,0,281,0
1484,TU986,Print Media Technology and Management,0,289,0
1485,TU993,Early Childhood Care and Education,0,270,0
1486,TU994,Early Childhood Care and Education,0,321,0
1487,WD003,Business,0,AQA,0
1488,WD010,Electronic Engineering,0,181,0
1489,WD011,Mechanical Engineering,0,198,0
1490,WD013,Legal Studies,0,177,0
1491,WD018,Applied Social Care,0,171,0
1492,WD019,Recreation and Sport Management,0,174,0
1493,WD076,Forestry,0,243,0
1494,WD094,Architectural Technology,0,166,0
1495,WD096,Horticulture (Waterford - Kildalton),0,260,0
1496,WD097,Horticulture (Dublin - National Botanic Gardens),0,AQA,0
1497,WD126,Agriculture,0,327,0
1498,WD139,Civil Engineering,0,206,0
1499,WD149,Early Childhood Studies,0,271,288
1500,WD151,Software Systems Development,0,AQA,0
1501,WD153,Multimedia Applications Development,0,163,0
1502,WD155,Information Technology,0,211,0
1503,WD159,Business,0,195,0
1504,WD164,Food Science with Business,0,309,0
1505,WD172,Culinary Arts,0,AQA,0
1506,WD173,Hospitality Studies,0,AQA,0
1507,WD174,Tourism,0,AQA,0
1508,WD175,Pharmaceutical Science,0,226,0
1509,WD177,"Science (Mol. Biology with Biopharm.,Food Science with Business,Pharm.)",0,222,0
1510,WD182,Electrical Engineering,0,AQA,0
1511,WD184,Retail Management,0,163,0
1512,WD188,Applied Health Care,0,201,0
1513,WD205,Molecular Biology with Biopharmaceutical Science,0,228,0
1514,WD206,Electronic Engineering,0,179,0
1515,WD207,Mechanical Engineering,0,198,0
1516,WD208,Manufacturing Engineering,0,188,0
1517,AL853,Accounting and Law,0,0,305
1518,CW178,Sport Science (options),0,0,399
1519,CK116,Sports Studies and Physical Education,0,0,499
1520,CK502,Food Marketing and Entrepreneurship,0,0,433
1521,CK506,International Development and Food Policy,0,0,367
1522,DC005,Education - Primary Teaching - Irish Sign Language,0,0,316
1523,DC167,Physics with Astronomy,0,0,434
1524,DC171,Applied Physics,0,0,402
1525,DC173,Physics with Biomedical Sciences,0,0,402
1526,DT001,Product Design,0,0,433
1527,DT028,Transport Operations and Technology,0,0,279
1528,DT035,Electrical Services and Energy Management,0,0,293
1529,DT066,Engineering (General Entry),0,0,400
1530,DT101,Architecture (test and interview),0,0,618
1531,DT106,Planning and Environmental Management,0,0,312
1532,DT110,Property Economics (Valuation Surveying),0,0,367
1533,DT111,Quantity Surveying and Construction Economics,0,0,391
1534,DT112,Geographic Science,0,0,287
1535,DT117,Construction Management,0,0,356
1536,DT175,Architectural Technology,0,0,388
1537,DT201,Science (General Entry),0,0,464
1538,DT203,Analytical Chemistry (Environmental Forensic and Pharmaceutical),0,0,341
1539,DT204,Biomedical Science,0,0,501
1540,DT205,Mathematical Sciences,0,0,315
1541,DT206,Biomedical and Molecular Diagnostics,0,0,473
1542,DT211,Computer Science (Infrastructure),0,0,381
1543,DT220,Industrial Mathematics,0,0,300
1544,DT221,Physics with Energy and Environment,0,0,348
1545,DT222,Physics Technology,0,0,321
1546,DT223,Human Nutrition and Dietetics,0,0,553
1547,DT224,Optometry,0,0,487
1548,DT225,Public Health Nutrition,0,0,440
1549,DT227,Science with Nanotechnology,0,0,312
1550,DT228,Computer Science,0,0,451
1551,DT229,Clinical Measurement Science,0,0,491
1552,DT235,Physics with Medical Physics and Bioengineering,0,0,357
1553,DT282,Computer Science (International),0,0,377
1554,DT299,Chemical Sciences with Medicinal Chemistry,0,0,420
1555,DT302,Business Analytics,0,0,325
1556,DT304,E-Commerce in Retailing,0,0,341
1557,DT321,Business and Law,0,0,462
1558,DT341,Marketing,0,0,400
1559,DT343,Retail and Services Management,0,0,301
1560,DT354,Business Computing,0,0,322
1561,DT358,Logistics and Supply Chain Management,0,0,300
1562,DT365,Business and Management,0,0,440
1563,DT366,Accounting and Finance,0,0,432
1564,DT398,Human Resource Management,0,0,375
1565,DT399,Economics and Finance,0,0,437
1566,DT401,International Hospitality Management,0,0,300
1567,DT405,Culinary Science,0,0,308
1568,DT407,Culinary Arts,0,0,271
1569,DT412,Tourism Marketing,0,0,284
1570,DT413,Event Management,0,0,356
1571,DT416,Culinary Entrepreneurship,0,0,275
1572,DT420,Nutraceuticals in Health and Nutrition,0,0,392
1573,DT421,Food Innovation,0,0,321
1574,DT422,Pharmaceutical Healthcare,0,0,397
1575,DT491,Environmental Health,0,0,343
1576,DT501,Music,0,0,383
1577,DT504,Film and Broadcasting,0,0,443
1578,DT506,Commercial Modern Music,0,0,468
1579,DT508,Game Design,0,0,403
1580,DT517,Languages and English Studies,0,0,326
1581,DT518,Languages and International Tourism,0,0,307
1582,DT529,Drama (Performance),0,0,371
1583,DT532,Law (LL.B.),0,0,422
1584,DT533,Contemporary Visual Culture,0,0,0
1585,DT544,Interior Design,0,0,552
1586,DT545,Design - Visual Communication,0,0,667
1587,DT546,Fine Art,0,0,668
1588,DT555,International Business and Languages,0,0,353
1589,DT559,Photography,0,0,700
1590,DT571,Social Care,0,0,394
1591,DT572,Early Childhood Education,0,0,385
1592,DT582,Journalism,0,0,347
1593,DT596,Print Media Technology and Management,0,0,252
1594,DT597,Creative and Cultural Industries,0,0,280
1595,DL835,Creative Media Technologies,0,0,237
1596,GC405,International Hospitality Management (Dublin),0,0,254
1597,ID003,Business Studies with Chinese,0,0,0
1598,BN101,Business,0,0,252
1599,BN103,Business and Information Technology,0,0,254
1600,BN104,Computing (Information Technology),0,0,260
1601,BN107,Applied Social Studies in Social Care,0,0,300
1602,BN108,Engineering (Common Entry with Award options),0,0,271
1603,BN109,Business (Common Entry with Award options),0,0,260
1604,BN110,International Business,0,0,253
1605,BN111,Sports Management and Coaching,0,0,270
1606,BN112,Creative Digital Media,0,0,280
1607,BN113,Horticulture,0,0,289
1608,BN114,Accounting and Finance,0,0,280
1609,BN115,Community and Youth Development,0,0,250
1610,BN117,Computer Engineering in Mobile Systems,0,0,273
1611,BN118,Early Childhood Care and Education,0,0,290
1612,BN119,Digital Marketing,0,0,270
1613,BN120,Digital Forensics and Cyber Security,0,0,281
1614,BN121,Mechatronic Engineering,0,0,276
1615,BN123,"Design,Technology and Innovation",0,0,297
1616,TA022,Creative Digital Media,0,0,260
1617,TA023,Advertising and Marketing Communications,0,0,235
1618,TA024,Early Childhood Care and Education,0,0,217
1619,TA025,Social Care Practice,0,0,261
1620,TA026,International Hospitality and Tourism Management,0,0,208
1621,TA027,Botanical Cuisine,0,0,236
1622,TA028,Digital Marketing Technologies,0,0,220
1623,TA121,Accounting and Finance,0,0,202
1624,TA122,Management,0,0,218
1625,TA123,Marketing Management,0,0,207
1626,TA125,International Business,0,0,229
1627,TA221,Electronic Engineering,0,0,251
1628,TA222,Mechanical Engineering,0,0,243
1629,TA223,Sustainable Energy Engineering,0,0,236
1630,TA224,Biomedical Design,0,0,218
1631,TA225,Automation Engineering,0,0,235
1632,TA226,Engineering Software,0,0,243
1633,TA321,Pharmaceutical Science,0,0,261
1634,TA322,Computing,0,0,200
1635,TA323,Computing with IT Management,0,0,243
1636,TA326,DNA and Forensic Analysis,0,0,300
1637,TA327,Sports Science and Health,0,0,341
1638,TA328,Computing with Language (French/German/Spanish),0,0,218
1639,TA329,Computing with Data Analytics,0,0,218
1640,NC025,Data Science,0,0,297
1641,GA385,Retail Management,0,0,219
1642,LY218,Business - with Spanish/Irish options,0,0,298
1643,CI101,Counselling and Psychotherapy (Limerick),0,0,276
1644,LC411,Marketing and Management (Thurles),0,0,226
1645,SG149,Business in Finance and Investment,0,0,262
1646,SG441,Environmental Science,0,0,297
1647,SG446,Applied Archaeology,0,0,289
1648,TL803,Music Technology,0,0,264
1649,TL812,Computing with Digital Media,0,0,369
1650,WD148,Tourism Marketing,0,0,269
